candidate,R2_THRESHOLD,TARGET_VOL,target_vol_label,segment,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,total_return,maxdd_start,maxdd_trough,trades,cash_days,holding_days,holding_day_ratio,avg_weight,max_weight,cost_total,qqq_days,gld_days
r2_0.20_no_tv,0.2,,no_tv,full,2015-07-13,2026-05-15,2728,0.2372663548273939,0.18520926288950817,1.2427764376715928,-0.2512487344344758,9.021918506278347,2015-07-13,2022-10-14,274,227,2501,0.9167888563049853,0.9167888563049853,1.0,0.0,1455,1046
r2_0.20_no_tv,0.2,,no_tv,last_10y,2016-05-09,2026-05-15,2520,0.2316078596779605,0.18723523134694758,1.206863148101138,-0.2512487344344758,7.0301658961083895,2016-05-09,2022-10-14,248,203,2317,0.9194444444444444,0.9194444444444444,1.0,0.0,1365,952
r2_0.20_no_tv,0.2,,no_tv,last_5y,2021-05-11,2026-05-15,1260,0.283900095199473,0.19966450791935375,1.3519768188963512,-0.2512487344344758,2.4886399942929316,2021-05-11,2022-10-14,121,90,1170,0.9285714285714286,0.9285714285714286,1.0,0.0,633,537
r2_0.20_no_tv,0.2,,no_tv,last_3y,2023-05-11,2026-05-15,756,0.3924491740866123,0.20691602957367358,1.7043816926767061,-0.15295665801712177,1.6998401760014445,2023-05-11,2026-03-30,61,43,713,0.9431216931216931,0.9431216931216931,1.0,0.0,397,316
r2_0.20_no_tv,0.2,,no_tv,last_1y,2025-05-15,2026-05-15,252,0.573964945916122,0.23844683045765655,2.024985530595554,-0.152956658017122,0.573964945916122,2025-05-15,2026-03-30,16,18,234,0.9285714285714286,0.9285714285714286,1.0,0.0,128,106
r2_0.20_tv_10,0.2,0.1,tv_10,full,2015-07-13,2026-05-15,2728,0.1311543666694377,0.1089658980525657,1.1857533520460144,-0.13236855897848332,2.7966061830438966,2015-07-13,2018-10-11,2560,227,2501,0.9167888563049853,0.6106363340203386,1.2853375294198803,0.0,1455,1046
r2_0.20_tv_10,0.2,0.1,tv_10,last_10y,2016-05-09,2026-05-15,2520,0.12662528849068821,0.1088394286520328,1.1501293339132668,-0.13236855897848332,2.2945412745295486,2016-05-09,2018-10-11,2368,203,2317,0.9194444444444444,0.6110863756659798,1.2853375294198803,0.0,1365,952
r2_0.20_tv_10,0.2,0.1,tv_10,last_5y,2021-05-11,2026-05-15,1260,0.1650418704162775,0.10900690381163677,1.456209097802346,-0.12761749553496127,1.1463852179814307,2021-05-11,2022-10-14,1196,90,1170,0.9285714285714286,0.5445481698574101,1.0329715925691296,0.0,633,537
r2_0.20_tv_10,0.2,0.1,tv_10,last_3y,2023-05-11,2026-05-15,756,0.20741969905848023,0.11192304881401846,1.7405374320644231,-0.07541312751316365,0.7602516953642444,2023-05-11,2025-11-07,724,43,713,0.9431216931216931,0.5425253834617341,0.8644658607698166,0.0,397,316
r2_0.20_tv_10,0.2,0.1,tv_10,last_1y,2025-05-15,2026-05-15,252,0.27072027996406245,0.10959793620613444,2.242186441595623,-0.07541312751316354,0.27072027996406245,2025-05-15,2025-11-07,237,18,234,0.9285714285714286,0.4128338199185335,0.8644658607698166,0.0,128,106
r2_0.20_tv_15,0.2,0.15,tv_15,full,2015-07-13,2026-05-15,2728,0.19788783639161256,0.16234238445262916,1.193805700349309,-0.19435440613251065,6.061321668062062,2015-07-13,2018-10-11,2440,227,2501,0.9167888563049853,0.909016164481749,1.5,0.0,1455,1046
r2_0.20_tv_15,0.2,0.15,tv_15,last_10y,2016-05-09,2026-05-15,2520,0.19073095804495765,0.1620596129134087,1.1586105830261635,-0.19435440613251065,4.729760258040915,2016-05-09,2018-10-11,2248,203,2317,0.9194444444444444,0.9091185388541229,1.5,0.0,1365,952
r2_0.20_tv_15,0.2,0.15,tv_15,last_5y,2021-05-11,2026-05-15,1260,0.2524132367646328,0.1634204247000416,1.4594364442455818,-0.18718206696303663,2.081330233274043,2021-05-11,2022-10-14,1188,90,1170,0.9285714285714286,0.8166032194150274,1.5,0.0,633,537
r2_0.20_tv_15,0.2,0.15,tv_15,last_3y,2023-05-11,2026-05-15,756,0.32049216224231025,0.16788457322102776,1.7405374320644327,-0.11174949208434082,1.3025415897979622,2023-05-11,2025-11-07,724,43,713,0.9431216931216931,0.8137880751926011,1.2966987911547248,0.0,397,316
r2_0.20_tv_15,0.2,0.15,tv_15,last_1y,2025-05-15,2026-05-15,252,0.42578574296729244,0.16439690430920195,2.2421864415956327,-0.11174949208434082,0.42578574296729244,2025-05-15,2025-11-07,237,18,234,0.9285714285714286,0.6192507298778002,1.2966987911547248,0.0,128,106
r2_0.20_tv_20,0.2,0.2,tv_20,full,2015-07-13,2026-05-15,2728,0.2619584918958737,0.2062453179933774,1.2317227565429953,-0.24392496290425114,11.412320597418937,2015-07-13,2022-10-14,1776,227,2501,0.9167888563049853,1.1296004345151067,1.5,0.0,1455,1046
r2_0.20_tv_20,0.2,0.2,tv_20,last_10y,2016-05-09,2026-05-15,2520,0.25047378248032115,0.20561036380893397,1.1904023479600234,-0.24392496290425114,8.348585560101961,2016-05-09,2022-10-14,1623,203,2317,0.9194444444444444,1.1255446055995748,1.5,0.0,1365,952
r2_0.20_tv_20,0.2,0.2,tv_20,last_5y,2021-05-11,2026-05-15,1260,0.33056429420607225,0.213209410975574,1.4466598997483606,-0.24392496290425125,3.170415487129759,2021-05-11,2022-10-14,985,90,1170,0.9285714285714286,1.0544042921050407,1.5,0.0,633,537
r2_0.20_tv_20,0.2,0.2,tv_20,last_3y,2023-05-11,2026-05-15,756,0.42865530428390564,0.2215459327198312,1.7217411111918886,-0.14718884645208874,1.915965449965169,2023-05-11,2025-11-07,613,43,713,0.9431216931216931,1.0721629979489906,1.5,0.0,397,316
r2_0.20_tv_20,0.2,0.2,tv_20,last_1y,2025-05-15,2026-05-15,252,0.5662907676879889,0.2164491113337464,2.1845374693671173,-0.14718884645208885,0.5662907676879889,2025-05-15,2025-11-07,210,18,234,0.9285714285714286,0.8112406577237371,1.5,0.0,128,106
r2_0.20_tv_25,0.2,0.25,tv_25,full,2015-07-13,2026-05-15,2728,0.2930348231111979,0.23425507419947714,1.2147460540376112,-0.29786742644063746,15.151948966979376,2015-07-13,2022-10-14,1171,227,2501,0.9167888563049853,1.2438730315783288,1.5,0.0,1455,1046
r2_0.20_tv_25,0.2,0.25,tv_25,last_10y,2016-05-09,2026-05-15,2520,0.2795552948693716,0.2340971332884085,1.1706200912254345,-0.2978674264406376,10.764963465488703,2016-05-09,2022-10-14,1092,203,2317,0.9194444444444444,1.23824011315306,1.5,0.0,1365,952
r2_0.20_tv_25,0.2,0.25,tv_25,last_5y,2021-05-11,2026-05-15,1260,0.3738424762257273,0.24951452665111326,1.398120312927471,-0.2978674264406376,3.8942336475784955,2021-05-11,2022-10-14,721,90,1170,0.9285714285714286,1.2064522631136874,1.5,0.0,633,537
r2_0.20_tv_25,0.2,0.25,tv_25,last_3y,2023-05-11,2026-05-15,756,0.49954429262199085,0.2579823373934587,1.7001844929621344,-0.1745507533989935,2.371924909615267,2023-05-11,2025-11-07,400,43,713,0.9431216931216931,1.2242318439832618,1.5,0.0,397,316
r2_0.20_tv_25,0.2,0.25,tv_25,last_1y,2025-05-15,2026-05-15,252,0.6276655673725713,0.2540175945079924,2.048979593693228,-0.1745507533989934,0.6276655673725713,2025-05-15,2025-11-07,196,18,234,0.9285714285714286,0.9601607226214585,1.5,0.0,128,106
r2_0.20_tv_30,0.2,0.3,tv_30,full,2015-07-13,2026-05-15,2728,0.30947072737136017,0.2522770201634258,1.1955560323372765,-0.34863355152834097,17.51861236697698,2015-07-13,2022-10-14,844,227,2501,0.9167888563049853,1.302453710259122,1.5,0.0,1455,1046
r2_0.20_tv_30,0.2,0.3,tv_30,last_10y,2016-05-09,2026-05-15,2520,0.2961849374886767,0.2534187964593084,1.151054741780505,-0.34863355152834097,12.386582030750654,2016-05-09,2022-10-14,818,203,2317,0.9194444444444444,1.3004340165027322,1.5,0.0,1365,952
r2_0.20_tv_30,0.2,0.3,tv_30,last_5y,2021-05-11,2026-05-15,1260,0.39393779146326713,0.27437145430626186,1.3480114025711096,-0.34863355152834097,4.262801171436412,2021-05-11,2022-10-14,526,90,1170,0.9285714285714286,1.3010684621247885,1.5,0.0,633,537
r2_0.20_tv_30,0.2,0.3,tv_30,last_3y,2023-05-11,2026-05-15,756,0.5421112175075424,0.2787198910675938,1.6939711045153591,-0.18856730515524278,2.667305492178727,2023-05-11,2025-11-07,256,43,713,0.9431216931216931,1.2995326698794765,1.5,0.0,397,316
r2_0.20_tv_30,0.2,0.3,tv_30,last_1y,2025-05-15,2026-05-15,252,0.7044168699474382,0.2865370403190659,2.0092025300144254,-0.18856730515524278,0.7044168699474382,2025-05-15,2025-11-07,187,18,234,0.9285714285714286,1.0963496132146513,1.5,0.0,128,106
r2_0.20_tv_35,0.2,0.35,tv_35,full,2015-07-13,2026-05-15,2728,0.32153275508581713,0.2637120862327147,1.1901299183425578,-0.3595432287018795,19.451099394857096,2015-07-13,2022-10-14,614,227,2501,0.9167888563049853,1.334290547834888,1.5,0.0,1455,1046
r2_0.20_tv_35,0.2,0.35,tv_35,last_10y,2016-05-09,2026-05-15,2520,0.3091149792286232,0.2657244058254107,1.1476158907373288,-0.3595432287018795,13.783522341905364,2016-05-09,2022-10-14,588,203,2317,0.9194444444444444,1.3348986565450693,1.5,0.0,1365,952
r2_0.20_tv_35,0.2,0.35,tv_35,last_5y,2021-05-11,2026-05-15,1260,0.40897869263947695,0.28711714843580066,1.33829833373769,-0.3595432287018794,4.5529290892547625,2021-05-11,2022-10-14,319,90,1170,0.9285714285714286,1.3475553044174315,1.5,0.0,633,537
r2_0.20_tv_35,0.2,0.35,tv_35,last_3y,2023-05-11,2026-05-15,756,0.5715841486500624,0.2906138532342648,1.7019464419600265,-0.19431946216519524,2.8816191278699934,2023-05-11,2026-03-30,218,43,713,0.9431216931216931,1.341164266878556,1.5,0.0,397,316
r2_0.20_tv_35,0.2,0.35,tv_35,last_1y,2025-05-15,2026-05-15,252,0.795387151563758,0.3150107851984854,2.0213241831921565,-0.19431946216519513,0.795387151563758,2025-05-15,2026-03-30,149,18,234,0.9285714285714286,1.204599830204753,1.5,0.0,128,106
r2_0.20_tv_40,0.2,0.4,tv_40,full,2015-07-13,2026-05-15,2728,0.33212390050295837,0.2690798172855955,1.2014980883776791,-0.3596955765415192,21.29692317926179,2015-07-13,2022-10-14,496,227,2501,0.9167888563049853,1.3501664800812527,1.5,0.0,1455,1046
r2_0.20_tv_40,0.2,0.4,tv_40,last_10y,2016-05-09,2026-05-15,2520,0.3204763277990561,0.27148865223639895,1.1609198502875717,-0.3596955765415192,15.117816241177557,2016-05-09,2022-10-14,470,203,2317,0.9194444444444444,1.3520849831990704,1.5,0.0,1365,952
r2_0.20_tv_40,0.2,0.4,tv_40,last_5y,2021-05-11,2026-05-15,1260,0.4165358746416765,0.2931061312726965,1.335376310276328,-0.3596955765415192,4.703453286433227,2021-05-11,2022-10-14,260,90,1170,0.9285714285714286,1.3680966326789177,1.5,0.0,633,537
r2_0.20_tv_40,0.2,0.4,tv_40,last_3y,2023-05-11,2026-05-15,756,0.5857277189037235,0.30006926962619745,1.6878980895308158,-0.21608118262593823,2.98736372438229,2023-05-11,2026-03-30,200,43,713,0.9431216931216931,1.373415022718831,1.5,0.0,397,316
r2_0.20_tv_40,0.2,0.4,tv_40,last_1y,2025-05-15,2026-05-15,252,0.835914341964437,0.33517334470087157,1.9870344266006097,-0.21608118262593823,0.835914341964437,2025-05-15,2026-03-30,131,18,234,0.9285714285714286,1.2847075237184409,1.5,0.0,128,106
r2_0.30_no_tv,0.3,,no_tv,full,2015-07-13,2026-05-15,2728,0.22853385342549615,0.18108289477845838,1.2277461210192555,-0.16742624738559664,8.282204574802478,2015-07-13,2022-05-13,275,382,2346,0.8599706744868035,0.8599706744868035,1.0,0.0,1356,990
r2_0.30_no_tv,0.3,,no_tv,last_10y,2016-05-09,2026-05-15,2520,0.22961148810208942,0.1837223270112796,1.2175295797853747,-0.16742624738559664,6.90094649328993,2016-05-09,2022-05-13,255,343,2177,0.8638888888888889,0.8638888888888889,1.0,0.0,1280,897
r2_0.30_no_tv,0.3,,no_tv,last_5y,2021-05-11,2026-05-15,1260,0.26110139787731534,0.19361070792992527,1.2954600714475053,-0.16742624738559653,2.1897014471732086,2021-05-11,2022-05-13,128,173,1087,0.8626984126984127,0.8626984126984127,1.0,0.0,587,500
r2_0.30_no_tv,0.3,,no_tv,last_3y,2023-05-11,2026-05-15,756,0.3489669268043729,0.20127516381891683,1.5886335149212376,-0.1618617928033944,1.454730993523293,2023-05-11,2026-03-30,73,95,661,0.8743386243386243,0.8743386243386243,1.0,0.0,368,293
r2_0.30_no_tv,0.3,,no_tv,last_1y,2025-05-15,2026-05-15,252,0.5040910007838673,0.23129101586118037,1.8837192863761651,-0.1618617928033944,0.5040910007838673,2025-05-15,2026-03-30,21,36,216,0.8571428571428571,0.8571428571428571,1.0,0.0,117,99
r2_0.30_tv_10,0.3,0.1,tv_10,full,2015-07-13,2026-05-15,2728,0.12325755234305702,0.1099606246904724,1.1122704355460948,-0.135878869606621,2.519321689101496,2015-07-13,2016-12-30,2422,382,2346,0.8599706744868035,0.5936853581751325,1.4127635980570599,0.0,1356,990
r2_0.30_tv_10,0.3,0.1,tv_10,last_10y,2016-05-09,2026-05-15,2520,0.12213685530341878,0.1096036664149347,1.1064318947571368,-0.1358788696066211,2.16561623884302,2016-05-09,2016-12-30,2247,343,2177,0.8638888888888889,0.5909306987632984,1.4127635980570599,0.0,1280,897
r2_0.30_tv_10,0.3,0.1,tv_10,last_5y,2021-05-11,2026-05-15,1260,0.15022372626531721,0.10943290714581086,1.3339293586187868,-0.09412741552394954,1.01331444208004,2021-05-11,2022-05-13,1125,173,1087,0.8626984126984127,0.5268490426666194,1.0572104082695297,0.0,587,500
r2_0.30_tv_10,0.3,0.1,tv_10,last_3y,2023-05-11,2026-05-15,756,0.19742203351338583,0.1127401170240468,1.6549257871491811,-0.07791354621626512,0.716887092925232,2023-05-11,2025-11-07,683,95,661,0.8743386243386243,0.5249266360016933,0.9499799745665911,0.0,368,293
r2_0.30_tv_10,0.3,0.1,tv_10,last_1y,2025-05-15,2026-05-15,252,0.25188125039135967,0.11041693540544173,2.0909875285610187,-0.07791354621626512,0.25188125039135967,2025-05-15,2025-11-07,222,36,216,0.8571428571428571,0.3954006205128245,0.9499799745665911,0.0,117,99
r2_0.30_tv_15,0.3,0.15,tv_15,full,2015-07-13,2026-05-15,2728,0.18844246113470708,0.16310905315055663,1.1403669255805053,-0.1743812801186504,5.481392702180701,2015-07-13,2016-12-30,2272,382,2346,0.8599706744868035,0.8811647744348716,1.5,0.0,1356,990
r2_0.30_tv_15,0.3,0.15,tv_15,last_10y,2016-05-09,2026-05-15,2520,0.18596897644378285,0.16256619572479547,1.1308287744764476,-0.1743812801186504,4.504695310761638,2016-05-09,2016-12-30,2101,343,2177,0.8638888888888889,0.8765985597825433,1.5,0.0,1280,897
r2_0.30_tv_15,0.3,0.15,tv_15,last_5y,2021-05-11,2026-05-15,1260,0.22891226456374603,0.1639967113897518,1.3392848860975475,-0.14028766588467434,1.8028792765128583,2021-05-11,2022-05-13,1111,173,1087,0.8626984126984127,0.7896695715128622,1.5,0.0,587,500
r2_0.30_tv_15,0.3,0.15,tv_15,last_3y,2023-05-11,2026-05-15,756,0.30404254475372405,0.1691101755360699,1.654925787149177,-0.1154114330511612,1.2175595024208623,2023-05-11,2025-11-07,683,95,661,0.8743386243386243,0.7873899540025399,1.4249699618498866,0.0,368,293
r2_0.30_tv_15,0.3,0.15,tv_15,last_1y,2025-05-15,2026-05-15,252,0.3941118626108784,0.1656254031081626,2.090987528561014,-0.1154114330511612,0.3941118626108784,2025-05-15,2025-11-07,222,36,216,0.8571428571428571,0.5931009307692369,1.4249699618498866,0.0,117,99
r2_0.30_tv_20,0.3,0.2,tv_20,full,2015-07-13,2026-05-15,2728,0.2455694265389483,0.20443800942055473,1.1767760679707324,-0.18762194464100257,9.774466881823873,2015-07-13,2020-03-16,1562,382,2346,0.8599706744868035,1.078490823174528,1.5,0.0,1356,990
r2_0.30_tv_20,0.3,0.2,tv_20,last_10y,2016-05-09,2026-05-15,2520,0.24026777965929136,0.20423672291652056,1.156870747425811,-0.18762194464100257,7.6130033298076505,2016-05-09,2020-03-16,1457,343,2177,0.8638888888888889,1.0727755511747308,1.5,0.0,1280,897
r2_0.30_tv_20,0.3,0.2,tv_20,last_5y,2021-05-11,2026-05-15,1260,0.29165797813798666,0.21188292905999548,1.314192546432302,-0.179981683061345,2.5953208550737026,2021-05-11,2022-05-13,866,173,1087,0.8626984126984127,1.0042614632271776,1.5,0.0,587,500
r2_0.30_tv_20,0.3,0.2,tv_20,last_3y,2023-05-11,2026-05-15,756,0.391199100092984,0.2204198963423892,1.6087015391450261,-0.1519547764663347,1.6925753413901865,2023-05-11,2025-11-07,543,95,661,0.8743386243386243,1.017353203295497,1.5,0.0,368,293
r2_0.30_tv_20,0.3,0.2,tv_20,last_1y,2025-05-15,2026-05-15,252,0.4884606442813968,0.21454138363717673,1.9642024913991687,-0.1519547764663346,0.4884606442813968,2025-05-15,2025-11-07,190,36,216,0.8571428571428571,0.7609483560482565,1.5,0.0,117,99
r2_0.30_tv_25,0.3,0.25,tv_25,full,2015-07-13,2026-05-15,2728,0.27176309661623654,0.23016605464123074,1.1599976062527073,-0.2010472315469367,12.497046632092287,2015-07-13,2022-05-13,1007,382,2346,0.8599706744868035,1.175629883793604,1.5,0.0,1356,990
r2_0.30_tv_25,0.3,0.25,tv_25,last_10y,2016-05-09,2026-05-15,2520,0.26710229057831913,0.2311393234493522,1.1402171721989456,-0.2010472315469366,9.668829140856982,2016-05-09,2022-05-13,987,343,2177,0.8638888888888889,1.1720707630908536,1.5,0.0,1280,897
r2_0.30_tv_25,0.3,0.25,tv_25,last_5y,2021-05-11,2026-05-15,1260,0.3284444184498809,0.2456806667249088,1.27905292366873,-0.2010472315469366,3.1372993232318596,2021-05-11,2022-05-13,652,173,1087,0.8626984126984127,1.1346494726437988,1.5,0.0,587,500
r2_0.30_tv_25,0.3,0.25,tv_25,last_3y,2023-05-11,2026-05-15,756,0.4390804271132398,0.2541896101079666,1.5594506040665934,-0.1766395451920214,1.980267173262189,2023-05-11,2025-11-07,357,95,661,0.8743386243386243,1.144894189498554,1.5,0.0,368,293
r2_0.30_tv_25,0.3,0.25,tv_25,last_1y,2025-05-15,2026-05-15,252,0.5399187100419935,0.24966558123389282,1.8579434249447184,-0.17663954519202152,0.5399187100419935,2025-05-15,2025-11-07,183,36,216,0.8571428571428571,0.8968961541325282,1.5,0.0,117,99
r2_0.30_tv_30,0.3,0.3,tv_30,full,2015-07-13,2026-05-15,2728,0.2902948050332357,0.24666955576866711,1.1571680733504708,-0.23488267307601884,14.78526198369232,2015-07-13,2022-05-13,772,382,2346,0.8599706744868035,1.2257967119223994,1.5,0.0,1356,990
r2_0.30_tv_30,0.3,0.3,tv_30,last_10y,2016-05-09,2026-05-15,2520,0.287102045739587,0.24888714586131994,1.139141272568127,-0.23488267307601873,11.477563991462029,2016-05-09,2022-05-13,752,343,2177,0.8638888888888889,1.2263783452874226,1.5,0.0,1280,897
r2_0.30_tv_30,0.3,0.3,tv_30,last_5y,2021-05-11,2026-05-15,1260,0.3540603848958077,0.2682252421097293,1.2643084702410583,-0.23488267307601873,3.5518732636787362,2021-05-11,2022-05-13,468,173,1087,0.8626984126984127,1.2177113556622032,1.5,0.0,587,500
r2_0.30_tv_30,0.3,0.3,tv_30,last_3y,2023-05-11,2026-05-15,756,0.47468704350604907,0.2723829563308014,1.5626028489361012,-0.1893388047179434,2.2070046804452126,2023-05-11,2025-11-07,248,95,661,0.8743386243386243,1.2080026937770298,1.5,0.0,368,293
r2_0.30_tv_30,0.3,0.3,tv_30,last_1y,2025-05-15,2026-05-15,252,0.6131452669189441,0.2817437174388287,1.8427892736575857,-0.1893388047179435,0.6131452669189441,2025-05-15,2025-11-07,172,36,216,0.8571428571428571,1.0234135609451323,1.5,0.0,117,99
r2_0.30_tv_35,0.3,0.35,tv_35,full,2015-07-13,2026-05-15,2728,0.3046037527669134,0.2573173626997476,1.1630401665206516,-0.24349278496369775,16.786968003164887,2015-07-13,2022-05-13,578,382,2346,0.8599706744868035,1.2524135996142005,1.5,0.0,1356,990
r2_0.30_tv_35,0.3,0.35,tv_35,last_10y,2016-05-09,2026-05-15,2520,0.3025607682617355,0.2602964933401692,1.1467370271788175,-0.24349278496369775,13.059825659077465,2016-05-09,2022-05-13,558,343,2177,0.8638888888888889,1.2551921824394998,1.5,0.0,1280,897
r2_0.30_tv_35,0.3,0.35,tv_35,last_5y,2021-05-11,2026-05-15,1260,0.37472089008378173,0.2793467776652945,1.2793680706042332,-0.24349278496369775,3.909900159165365,2021-05-11,2022-05-13,303,173,1087,0.8626984126984127,1.2550596684194975,1.5,0.0,587,500
r2_0.30_tv_35,0.3,0.35,tv_35,last_3y,2023-05-11,2026-05-15,756,0.5035562087542464,0.2840819960877313,1.5784653957886121,-0.2036866398487749,2.399061363858354,2023-05-11,2026-03-30,219,95,661,0.8743386243386243,1.2469725702560839,1.5,0.0,368,293
r2_0.30_tv_35,0.3,0.35,tv_35,last_1y,2025-05-15,2026-05-15,252,0.6982020163667391,0.30931880305291154,1.8724306197886031,-0.203686639848775,0.6982020163667391,2025-05-15,2026-03-30,143,36,216,0.8571428571428571,1.1235574369846348,1.5,0.0,117,99
r2_0.30_tv_40,0.3,0.4,tv_40,full,2015-07-13,2026-05-15,2728,0.3155207544078098,0.26248001361987666,1.1771479571371426,-0.2434775196017145,18.466142957111565,2015-07-13,2022-05-13,477,382,2346,0.8599706744868035,1.2665242538079429,1.5,0.0,1356,990
r2_0.30_tv_40,0.3,0.4,tv_40,last_10y,2016-05-09,2026-05-15,2520,0.3143644134340924,0.265818220409733,1.162449490067604,-0.2434775196017146,14.387140527996037,2016-05-09,2022-05-13,457,343,2177,0.8638888888888889,1.2704675255508207,1.5,0.0,1280,897
r2_0.30_tv_40,0.3,0.4,tv_40,last_5y,2021-05-11,2026-05-15,1260,0.3829644724834149,0.28522600777666673,1.2800416644144748,-0.2434775196017146,4.0588886161743165,2021-05-11,2022-05-13,256,173,1087,0.8626984126984127,1.27388259671018,1.5,0.0,587,500
r2_0.30_tv_40,0.3,0.4,tv_40,last_3y,2023-05-11,2026-05-15,756,0.518374445341754,0.2935755722041056,1.570611973533778,-0.22697726235824833,2.5005530007287926,2023-05-11,2026-03-30,201,95,661,0.8743386243386243,1.2778995659455379,1.5,0.0,368,293
r2_0.30_tv_40,0.3,0.4,tv_40,last_1y,2025-05-15,2026-05-15,252,0.7375220202716417,0.3292823497836235,1.8489881740617253,-0.22697726235824833,0.7375220202716417,2025-05-15,2026-03-30,125,36,216,0.8571428571428571,1.1995726706553367,1.5,0.0,117,99
